Reference,SiteID,Treatment,Treatment description,Latitude,Longitude,elevation_m,DataLevel,PubYear,StudyYear,Fertilizer_Type,Avg_Fert_N_Rate_kgNha,Land_Type,Country,Location,MeanPrec_mm,MeanTemp_c,Soil_Type_Pub,Soil_Type,Sand,Silt,Clay,soilC_perc,soilN_perc,pH,CEC,BD,Drainage,Precrop,Crop,Residues,soil_tillage,Irrigation,Liming,Study_Fertilizer_type,Fertilizer_additives,Appl_time,Appl_Mode,No_Appl,OMAD_applied,OMAD_Type,OMAD_Kg_N_ha,OMAD_CN,Total_kg_N_ha,N2OSampleMethod,Chamber_size_m3,chmbr_measurement_length_minutes,DM_crop_yield_t_ha,avg_Biomass_yield_t_ha
AC0213,Cambridgeshire,Ammonium nitrate 200 kg N ha,NA,NA,NA,NA,NA,NA,2012,NA,200,NA,NA,NA,NA,NA,Clay,NA,NA,NA,39.7,2.1,NA,7.1,NA,1.26,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.95,NA
AC0213,Cambridgeshire,Ammonium sulphate nitrate 200 kg N ha,NA,NA,NA,NA,NA,NA,2012,NA,200,NA,NA,NA,NA,NA,Clay,NA,NA,NA,39.7,2.1,NA,7.1,NA,1.26,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,8.1,NA
AC0213,Cambridgeshire,Ammonium sulphate nitrate and DMPP 200 kg N ha,NA,NA,NA,NA,NA,NA,2012,NA,200,NA,NA,NA,NA,NA,Clay,NA,NA,NA,39.7,2.1,NA,7.1,NA,1.26,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,8.2,NA
AC0213,Cambridgeshire,Control,NA,NA,NA,NA,NA,NA,2012,NA,0,NA,NA,NA,NA,NA,Clay,NA,NA,NA,39.7,2.1,NA,7.1,NA,1.26,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.733333333,NA
AC0213,Cambridgeshire,Urea 180 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2012,NA,200,NA,NA,NA,NA,NA,Clay,NA,NA,NA,39.7,2.1,NA,7.1,NA,1.26,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,8,NA
AC0213,Cambridgeshire,Urea 200 kg N ha,NA,NA,NA,NA,NA,NA,2012,NA,200,NA,NA,NA,NA,NA,Clay,NA,NA,NA,39.7,2.1,NA,7.1,NA,1.26,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,8.083333333,NA
AC0213,Devon,Ammonium nitrate 100 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2010,NA,120,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,25,3.45,NA,5.5,NA,0.92,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.85,NA
AC0213,Devon,Ammonium nitrate 100 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,120,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,25,3.45,NA,5.5,NA,0.92,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.85,NA
AC0213,Devon,Ammonium nitrate 120 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,120,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,25,3.45,NA,5.5,NA,0.92,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.766666667,NA
AC0213,Devon,Ammonium nitrate 120 kg N ha,NA,NA,NA,NA,NA,NA,2010,NA,120,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,25,3.45,NA,5.5,NA,0.92,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.766666667,NA
AC0213,Devon,Ammonium sulphate nitrate 120 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,120,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,19,2.3,NA,5.3,NA,1.16,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.9,NA
AC0213,Devon,Ammonium sulphate nitrate and DMPP 120 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,120,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,19,2.3,NA,5.3,NA,1.16,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.7,NA
AC0213,Devon,Cattle slurry,NA,NA,NA,NA,NA,NA,2010,NA,174,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,21,2.7,NA,5.5,NA,1.14,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.45,NA
AC0213,Devon,Cattle slurry,NA,NA,NA,NA,NA,NA,2011,NA,174,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,21,2.7,NA,5.5,NA,1.14,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.45,NA
AC0213,Devon,Cattle slurry and dicyandiamide,NA,NA,NA,NA,NA,NA,2010,NA,174,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,21,2.7,NA,5.5,NA,1.14,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.383333333,NA
AC0213,Devon,Cattle slurry and dicyandiamide,NA,NA,NA,NA,NA,NA,2011,NA,174,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,21,2.7,NA,5.5,NA,1.14,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.383333333,NA
AC0213,Devon,Control,NA,NA,NA,NA,NA,NA,2010,NA,0,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,22.66666667,2.616666667,NA,5.5,NA,1.04,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.155555556,NA
AC0213,Devon,Control,NA,NA,NA,NA,NA,NA,2012,NA,0,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,22.66666667,2.616666667,NA,5.5,NA,1.04,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.155555556,NA
AC0213,Devon,Control,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,22.66666667,2.616666667,NA,5.5,NA,1.04,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.155555556,NA
AC0213,Devon,Control,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,22.66666667,2.616666667,NA,5.5,NA,1.04,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.155555556,NA
AC0213,Devon,Control,NA,NA,NA,NA,NA,NA,2012,NA,0,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,22.66666667,2.616666667,NA,5.5,NA,1.04,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.155555556,NA
AC0213,Devon,Control,NA,NA,NA,NA,NA,NA,2010,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,22.66666667,2.616666667,NA,5.5,NA,1.04,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.155555556,NA
AC0213,Devon,Urea 100 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2010,NA,120,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,25,3.45,NA,5.5,NA,0.92,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.283333333,NA
AC0213,Devon,Urea 100 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,120,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,25,3.45,NA,5.5,NA,0.92,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.283333333,NA
AC0213,Devon,Urea 120 kg N ha,NA,NA,NA,NA,NA,NA,2010,NA,120,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,25,3.45,NA,5.5,NA,0.92,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,8.333333333,NA
AC0213,Devon,Urea 120 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,120,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,25,3.45,NA,5.5,NA,0.92,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,8.333333333,NA
AC0213,Devon,Urine,NA,NA,NA,NA,NA,NA,2012,NA,417.5,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,22,1.7,NA,5.5,NA,1.06,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.7,NA
AC0213,Devon,Urine,NA,NA,NA,NA,NA,NA,2012,NA,417.5,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,22,1.7,NA,5.5,NA,1.06,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.7,NA
AC0213,Devon,Urine and dicyandiamide,NA,NA,NA,NA,NA,NA,2012,NA,417.5,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,22,1.7,NA,5.5,NA,1.06,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.7,NA
AC0213,Devon,Urine and dicyandiamide,NA,NA,NA,NA,NA,NA,2012,NA,417.5,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,22,1.7,NA,5.5,NA,1.06,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.7,NA
AC0213,Devon,Urine and pyrazole derivative,NA,NA,NA,NA,NA,NA,2012,NA,417.5,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,22,1.7,NA,5.5,NA,1.06,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.183333333,NA
AC0213,Devon,Urine and pyrazole derivative,NA,NA,NA,NA,NA,NA,2012,NA,417.5,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,22,1.7,NA,5.5,NA,1.06,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.183333333,NA
AC0213,Northumberland,Ammonium nitrate 140 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2012,NA,160,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,24,2.6,NA,7,NA,1.32,NA,NA,Winter barley,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.966666667,NA
AC0213,Northumberland,Ammonium nitrate 160 kg N ha,NA,NA,NA,NA,NA,NA,2012,NA,160,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,24,2.6,NA,7,NA,1.32,NA,NA,Winter barley,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.383333333,NA
AC0213,Northumberland,Control,NA,NA,NA,NA,NA,NA,2012,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,24,2.6,NA,7,NA,1.32,NA,NA,Winter barley,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.133333333,NA
AC0213,Northumberland,Urea 140 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2012,NA,160,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,24,2.6,NA,7,NA,1.32,NA,NA,Winter barley,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.6,NA
AC0213,Northumberland,Urea 160 kg N ha,NA,NA,NA,NA,NA,NA,2012,NA,160,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,24,2.6,NA,7,NA,1.32,NA,NA,Winter barley,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.316666667,NA
AC0213,Nottinghamshire,Ammonium nitrate 100 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,120,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,33,2.566666667,NA,7.233333333,NA,1.3,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,5,NA
AC0213,Nottinghamshire,Ammonium nitrate 120 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,120,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,33,2.566666667,NA,7.233333333,NA,1.3,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.95,NA
AC0213,Nottinghamshire,Ammonium nitrate 140 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2010,NA,160,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,8.7,2.266666667,NA,6.966666667,NA,1.24,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.733333333,NA
AC0213,Nottinghamshire,Ammonium nitrate 160 kg N ha,NA,NA,NA,NA,NA,NA,2010,NA,160,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,8.7,2.266666667,NA,6.966666667,NA,1.24,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.55,NA
AC0213,Nottinghamshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2012,NA,126,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,10.2,2.5,NA,5.7,NA,1.12,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.6,NA
AC0213,Nottinghamshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2011,NA,126,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,10.2,2.5,NA,5.7,NA,1.12,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.6,NA
AC0213,Nottinghamshire,Cattle slurry and dicyandiamide,NA,NA,NA,NA,NA,NA,2011,NA,126,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,10.2,2.5,NA,5.7,NA,1.12,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.166666667,NA
AC0213,Nottinghamshire,Cattle slurry and dicyandiamide,NA,NA,NA,NA,NA,NA,2012,NA,126,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,10.2,2.5,NA,5.7,NA,1.12,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.166666667,NA
AC0213,Nottinghamshire,Control,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,13.3,2.538888889,NA,6.15,NA,1.161666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,5.155,NA
AC0213,Nottinghamshire,Control,NA,NA,NA,NA,NA,NA,2012,NA,0,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,13.3,2.538888889,NA,6.15,NA,1.161666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,5.155,NA
AC0213,Nottinghamshire,Control,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,13.3,2.538888889,NA,6.15,NA,1.161666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,5.155,NA
AC0213,Nottinghamshire,Control,NA,NA,NA,NA,NA,NA,2010,NA,0,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,13.3,2.538888889,NA,6.15,NA,1.161666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,5.155,NA
AC0213,Nottinghamshire,Control,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,13.3,2.538888889,NA,6.15,NA,1.161666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,5.155,NA
AC0213,Nottinghamshire,Control,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,13.3,2.538888889,NA,6.15,NA,1.161666667,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,5.155,NA
AC0213,Nottinghamshire,Urea 100 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,120,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,33,2.566666667,NA,7.233333333,NA,1.3,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.85,NA
AC0213,Nottinghamshire,Urea 120 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,120,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,33,2.566666667,NA,7.233333333,NA,1.3,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.5,NA
AC0213,Nottinghamshire,Urea 140 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2010,NA,160,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,8.7,2.266666667,NA,6.966666667,NA,1.24,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.766666667,NA
AC0213,Nottinghamshire,Urea 160 kg N ha,NA,NA,NA,NA,NA,NA,2010,NA,160,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,8.7,2.266666667,NA,6.966666667,NA,1.24,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.133333333,NA
AC0213,Nottinghamshire,Urine,NA,NA,NA,NA,NA,NA,2011,NA,556.5,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,8.85,2.7,NA,5.65,NA,1.095,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.84833333,NA
AC0213,Nottinghamshire,Urine,NA,NA,NA,NA,NA,NA,2011,NA,556.5,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,8.85,2.7,NA,5.65,NA,1.095,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.84833333,NA
AC0213,Nottinghamshire,Urine and dicyandiamide,NA,NA,NA,NA,NA,NA,2011,NA,556.5,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,8.85,2.7,NA,5.65,NA,1.095,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.515,NA
AC0213,Nottinghamshire,Urine and dicyandiamide,NA,NA,NA,NA,NA,NA,2011,NA,556.5,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,8.85,2.7,NA,5.65,NA,1.095,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.515,NA
AC0213,Nottinghamshire,Urine and pyrazole derivative,NA,NA,NA,NA,NA,NA,2011,NA,556.5,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,8.85,2.7,NA,5.65,NA,1.095,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.68,NA
AC0213,Nottinghamshire,Urine and pyrazole derivative,NA,NA,NA,NA,NA,NA,2011,NA,556.5,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,8.85,2.7,NA,5.65,NA,1.095,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.68,NA
ES0115,Cheshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2004,NA,113,NA,NA,NA,NA,NA,Loamy sand,NA,NA,NA,34,NA,NA,7.3,NA,1.09,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.8,NA
ES0115,Cheshire,Control,NA,NA,NA,NA,NA,NA,2004,NA,0,NA,NA,NA,NA,NA,Loamy sand,NA,NA,NA,34,NA,NA,7.3,NA,1.09,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.866666667,NA
ES0115,East Yorkshire,Control,NA,NA,NA,NA,NA,NA,2005,NA,0,NA,NA,NA,NA,NA,Silty clay loam,NA,NA,NA,29,NA,NA,8,NA,0.93,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.733333333,NA
ES0115,East Yorkshire,Pig slurry,NA,NA,NA,NA,NA,NA,2005,NA,48,NA,NA,NA,NA,NA,Silty clay loam,NA,NA,NA,29,NA,NA,8,NA,0.93,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,Trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.933333333,NA
FrancisClar,ARS-A,band,on the top of fertilization band,43.17421,-89.21281,NA,NA,2020,2015-2018,Urea/UAN,215,cropland,USA,"Columbia County, WI",NA,NA,well-drained Plano silt loam soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,corn,NA,NA,NA,NA,NA,NA,April/June,NA,NA,NA,NA,NA,NA,NA,auto chamber,NA,NA,14.4,NA
FrancisClar,ARS-A,row,on the planting row,43.17421,-89.21281,NA,NA,2020,2015-2019,Urea/UAN,215,cropland,USA,"Columbia County, WI",NA,NA,well-drained Plano silt loam soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,corn,NA,NA,NA,NA,NA,NA,April/June,NA,NA,NA,NA,NA,NA,NA,auto chamber,NA,NA,14.4,NA
Zhang_Yt,Rice paddy,NT-FS,neither tillage nor drainage with rice stubble return,28.15,116.55,40.9,NA,NA,2008-2014,Urea,180,cropland,China,Yingtan City,1750,17.45,typical haplaquept,NA,50.5,31.3,18.2,16.2,1.43,4.74,NA,1.13,NO,NA,rice,-9999,no,Y,no,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,0.25,15,NA,6.34
Zhang_Yt,Rice paddy,CT-DS,conventional tillage and drainage with rice stubble return,28.15,116.55,40.9,NA,NA,2008-2014,Urea,180,cropland,China,Yingtan City,1750,17.45,typical haplaquept,NA,50.5,31.3,18.2,16.2,1.43,4.74,NA,1.13,YES,NA,rice,-9999,yes,Y,yes,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,0.25,15,NA,6.58
Zhang_Yt,Rice paddy,CT-D,conventional tillage and drainage without rice stubble return,28.15,116.55,40.9,NA,NA,2008-2014,Urea,180,cropland,China,Yingtan City,1750,17.45,typical haplaquept,NA,50.5,31.3,18.2,16.2,1.43,4.74,NA,1.13,YES,NA,rice,NA,yes,Y,yes,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,0.25,15,NA,6.36
Zhang_Yt,Rice paddy,CT-FS,conventional tillage and no drainage with rice stubble return,28.15,116.55,40.9,NA,NA,2008-2014,Urea,180,cropland,China,Yingtan City,1750,17.45,typical haplaquept,NA,50.5,31.3,18.2,16.2,1.43,4.74,NA,1.13,NO,NA,rice,-9999,yes,Y,no,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,0.25,15,NA,6.56
Zhang_Yt,Rice paddy,CT-F,conventional tillage and no drainage without rice stubble return,28.15,116.55,40.9,NA,NA,2008-2014,Urea,180,cropland,China,Yingtan City,1750,17.45,typical haplaquept,NA,50.5,31.3,18.2,16.2,1.43,4.74,NA,1.13,NO,NA,rice,NA,yes,Y,no,Urea,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,0.25,15,NA,6.41
China_CS,Changsha,C0N0,"no biochar amendment, no N fertilizer",28.08,104.1,NA,NA,2012,2010,NA,0,cropland,China,"Changsha, Hunan",1500,17.1,NA,NA,NA,NA,NA,1.876,0.18,6.21,NA,0.91,YES,NA,NA,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,0.12,10,6.38,NA
China_CS,Changsha,C0N20,"no biochar amendment, urea applied",28.08,104.1,NA,NA,2012,2010,Urea,240,cropland,China,"Changsha, Hunan",1500,17.1,NA,NA,NA,NA,NA,1.876,0.18,6.21,NA,0.91,YES,NA,NA,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,0.12,10,7.85,NA
China_CS,Changsha,C20N20,"20 t/ha biochar amendment, urea applied",28.08,104.1,NA,NA,2012,2010,Urea,240,cropland,China,"Changsha, Hunan",1500,17.1,NA,NA,NA,NA,NA,1.876,0.18,6.21,NA,0.91,YES,NA,NA,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,static chamber,0.12,10,7.74,NA
