SiteId,Treatment,Crop,Year,Plant.date,Harvest.date,Notes,Grain_Yield,Grain_Yield_Error,Aboveground_biomass,Aboveground_biomass_Error,Harvest_Index,HIError,Total_N_uptake,Nuptake_Error,Shoots_Yield,Shoots_Yield_Error,ShootsC,ShootsC_SE,ShootsN,ShootsN_SE,GrainC,GrainC_SE,GrainN,GrainN_SE,Protein,Crude.Protein,Total_grain_nitrogen,Total_grain_carbon,Total_straw_nitrogen,Total_Straw_carbon,Straw_Yield,Straw_Yield_Error,Straw_res,Res_Straw_carbon,Res_Straw_nitrogen,CN_grain,CN_stem,CN_roots
dougherty.6,urea,NA,NA,NA,2/6/2014,NA,NA,NA,1.7877,NA,NA,NA,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dougherty.6,urea,NA,NA,NA,3/5/2014,NA,NA,NA,1.88235,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dougherty.6,urea,NA,NA,NA,4/15/2014,NA,NA,NA,2.082575,NA,NA,NA,2.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Zero,NA,NA,NA,6/27/2012,No units info in some columns,NA,NA,0.1322,NA,NA,NA,2.473333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.46666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Zero,NA,NA,NA,7/18/2012,NA,NA,NA,0.453,NA,NA,NA,3.470109821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Zero,NA,NA,NA,8/8/2012,NA,NA,NA,0.634833333,NA,NA,NA,3.706666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.15333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Zero,NA,NA,NA,9/5/2012,NA,NA,NA,0.6106,NA,NA,NA,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Zero,NA,NA,NA,9/26/2012,NA,NA,NA,1.4863,NA,NA,NA,2.976666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.60666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Zero,NA,NA,NA,10/16/2012,NA,NA,NA,0.9511,NA,NA,NA,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.93666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Zero,NA,NA,NA,11/7/2012,NA,NA,NA,0.2916,NA,NA,NA,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Zero,NA,NA,NA,11/21/2012,NA,NA,NA,0.4844,NA,NA,NA,2.546666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Zero,NA,NA,NA,2/5/2013,NA,NA,NA,1.0239,NA,NA,NA,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Zero,NA,NA,NA,2/24/2013,NA,NA,NA,0.31675,NA,NA,NA,2.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Zero,NA,NA,NA,3/7/2013,NA,NA,NA,1.34,NA,NA,NA,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Zero,NA,NA,NA,3/19/2013,NA,NA,NA,0.62525,NA,NA,NA,2.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Zero,NA,NA,NA,4/3/2013,NA,NA,NA,0.890566667,NA,NA,NA,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.37666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Zero,NA,NA,NA,4/9/2013,NA,NA,NA,1.329466667,NA,NA,NA,2.473333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.44333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,DMPP_Low,NA,NA,NA,6/27/2012,NA,NA,NA,0.311966667,NA,NA,NA,2.283333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,DMPP_Low,NA,NA,NA,7/18/2012,NA,NA,NA,0.11115,NA,NA,NA,3.495179466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.84666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,DMPP_Low,NA,NA,NA,8/8/2012,NA,NA,NA,0.396033333,NA,NA,NA,3.146666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,DMPP_Low,NA,NA,NA,9/5/2012,NA,NA,NA,0.397166667,NA,NA,NA,2.583333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.13666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,DMPP_Low,NA,NA,NA,9/26/2012,NA,NA,NA,1.761933333,NA,NA,NA,2.736666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.10666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,DMPP_Low,NA,NA,NA,10/16/2012,NA,NA,NA,1.0688,NA,NA,NA,2.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,DMPP_Low,NA,NA,NA,11/7/2012,NA,NA,NA,0.798933333,NA,NA,NA,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.30666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,DMPP_Low,NA,NA,NA,11/21/2012,NA,NA,NA,0.560766667,NA,NA,NA,2.183333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,DMPP_Low,NA,NA,NA,2/5/2013,NA,NA,NA,0.632266667,NA,NA,NA,2.726666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.02333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,DMPP_Low,NA,NA,NA,2/24/2013,NA,NA,NA,0.6,NA,NA,NA,2.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,DMPP_Low,NA,NA,NA,3/7/2013,NA,NA,NA,1.999,NA,NA,NA,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,DMPP_Low,NA,NA,NA,3/19/2013,NA,NA,NA,0.597033333,NA,NA,NA,2.833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.70333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,DMPP_Low,NA,NA,NA,4/3/2013,NA,NA,NA,0.5247,NA,NA,NA,3.116666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.46666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,DMPP_Low,NA,NA,NA,4/9/2013,NA,NA,NA,1.6268,NA,NA,NA,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.93333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_High,NA,NA,NA,6/27/2012,NA,NA,NA,0.245166667,NA,NA,NA,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.07333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_High,NA,NA,NA,7/18/2012,NA,NA,NA,0.5787,NA,NA,NA,3.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_High,NA,NA,NA,8/8/2012,NA,NA,NA,0.739133333,NA,NA,NA,3.596666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.46333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_High,NA,NA,NA,9/5/2012,NA,NA,NA,0.63465,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_High,NA,NA,NA,9/26/2012,NA,NA,NA,1.274633333,NA,NA,NA,3.143333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.64666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_High,NA,NA,NA,10/16/2012,NA,NA,NA,1.0033,NA,NA,NA,3.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_High,NA,NA,NA,11/7/2012,NA,NA,NA,0.2967,NA,NA,NA,2.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_High,NA,NA,NA,11/21/2012,NA,NA,NA,0.4163,NA,NA,NA,2.716666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_High,NA,NA,NA,2/5/2013,NA,NA,NA,0.794933333,NA,NA,NA,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.35333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_High,NA,NA,NA,2/24/2013,NA,NA,NA,0.37735,NA,NA,NA,2.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_High,NA,NA,NA,3/7/2013,NA,NA,NA,1.0648,NA,NA,NA,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_High,NA,NA,NA,3/19/2013,NA,NA,NA,0.472566667,NA,NA,NA,2.916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.22666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_High,NA,NA,NA,4/3/2013,NA,NA,NA,0.373766667,NA,NA,NA,3.383333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.14666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_High,NA,NA,NA,4/9/2013,NA,NA,NA,1.374533333,NA,NA,NA,2.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_Low,NA,NA,NA,6/27/2012,NA,NA,NA,0.111333333,NA,NA,NA,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_Low,NA,NA,NA,7/18/2012,NA,NA,NA,0.336033333,NA,NA,NA,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.43333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_Low,NA,NA,NA,8/8/2012,NA,NA,NA,0.480033333,NA,NA,NA,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_Low,NA,NA,NA,9/5/2012,NA,NA,NA,0.429266667,NA,NA,NA,2.263333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.14333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_Low,NA,NA,NA,9/26/2012,NA,NA,NA,1.0899,NA,NA,NA,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.56333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_Low,NA,NA,NA,10/16/2012,NA,NA,NA,0.7503,NA,NA,NA,2.756666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.23333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_Low,NA,NA,NA,11/7/2012,NA,NA,NA,0.217533333,NA,NA,NA,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_Low,NA,NA,NA,11/21/2012,NA,NA,NA,0.267766667,NA,NA,NA,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.57333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_Low,NA,NA,NA,2/5/2013,NA,NA,NA,0.707633333,NA,NA,NA,2.473333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.45666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_Low,NA,NA,NA,2/24/2013,NA,NA,NA,0.28475,NA,NA,NA,2.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_Low,NA,NA,NA,3/7/2013,NA,NA,NA,1.7328,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_Low,NA,NA,NA,3/19/2013,NA,NA,NA,0.4843,NA,NA,NA,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.93333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_Low,NA,NA,NA,4/3/2013,NA,NA,NA,0.3794,NA,NA,NA,2.896666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rowlings.34,Urea_Low,NA,NA,NA,4/9/2013,NA,NA,NA,1.671466667,NA,NA,NA,2.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FrancisClar,row,corn,2015,5/13/2015,10/22/2015,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FrancisClar,band,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNSP4R,U-S100,corn,2014,5/19/2014,NA,"only average values for 2014-2015, put values in 2014 rows",9.79,NA,18.5,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNSP4R,U-Sp100,corn,2014,5/19/2014,NA,NA,10.36,NA,19.8,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNSP4R,U-Sp85,corn,2014,5/19/2014,NA,NA,9.94,NA,19.5,NA,NA,NA,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNSP4R,UI-Sp100,corn,2014,5/19/2014,NA,NA,9.95,NA,19.5,NA,NA,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNSP4R,UI-Sp85,corn,2014,5/19/2014,NA,NA,9.97,NA,18.8,NA,NA,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNSP4R,zero-N,corn,2014,5/19/2014,NA,NA,7.12,NA,14.1,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNSP4R,U-S100,corn,2015,4/27/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNSP4R,U-Sp100,corn,2015,4/27/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNSP4R,U-Sp85,corn,2015,4/27/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNSP4R,UI-Sp100,corn,2015,4/27/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNSP4R,UI-Sp85,corn,2015,4/27/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MNSP4R,zero-N,corn,2015,4/27/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NDMAH3,NDMAH3_B,corn,2008,5/15/2008,NA,NA,2.528,0.334,4.89,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NDMAH3,NDMAH3_T,corn,2008,5/15/2008,NA,NA,2.656,0.55,4.88,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NDMAH3,NDMAH3_C,Rangeland,2008,NA,NA,no data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDaltrot,ConvSys 4yr rot ST YF,corn,2007,4/30/2007,10/23/2007,NA,4.253,0.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDaltrot,ConvSys 4yr rot ST YF,pea,2008,4/22/2008,10/15/2008,NA,6.135,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDaltrot,ConvSys 4yr rot ST YF,winter wheat,2008-2009,9/10/2008,11/5/2009,NA,8.282,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDaltrot,ConvSys 4yr rot ST YF,soybean,2010,5/24/2010,10/12/2010,NA,6.499,0.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDaltrot,ConvSys 2yr rot CT YF,corn,2007,4/30/2007,10/23/2007,NA,4.774,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDaltrot,ConvSys 2yr rot CT YF,soybean,2008,5/20/2008,10/15/2008,NA,5.81,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDaltrot,ConvSys 2yr rot CT YF,corn,2009,5/4/2009,11/5/2009,NA,7.97,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDaltrot,ConvSys 2yr rot CT YF,soybean,2010,5/24/2010,10/12/2010,NA,6.79,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,SuperU,CORN,2009,4/27/2009,8/13/2009,NA,11.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,SuperU,CORN,2010,5/20/2010,8/19/2010,NA,7.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,UAN,CORN,2009,4/27/2009,8/13/2009,NA,10.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,UAN,CORN,2010,5/20/2010,8/19/2010,NA,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,UAN+AgrotainPlus,CORN,2009,4/27/2009,8/13/2009,NA,10.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,UAN+AgrotainPlus,CORN,2010,5/20/2010,8/19/2010,NA,7.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,ESN,CORN,2009,4/27/2009,8/13/2009,NA,9.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,ESN,CORN,2010,5/20/2010,8/19/2010,NA,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,Urea,CORN,2009,4/27/2009,8/13/2009,NA,10.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,Urea,CORN,2010,5/20/2010,8/19/2010,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,NH4NO3,CORN,2009,4/27/2009,8/13/2009,NA,10.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,NH4NO3,CORN,2010,5/20/2010,8/19/2010,NA,8.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,Poultry litter,CORN,2009,4/27/2009,8/13/2009,NA,10.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,Poultry litter,CORN,2010,5/20/2010,8/19/2010,NA,7.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,Poultry litter+AgrotainPlus,CORN,2009,4/27/2009,8/13/2009,NA,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,Poultry litter+AgrotainPlus,CORN,2010,5/20/2010,8/19/2010,NA,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KYBGGHG,Control,CORN,2009,4/27/2009,8/13/2009,NA,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
